"attempt_id","account_id","chapter_id","level_id","attempt_num","attempt_ts","attempt_result","time_to_result_sec","revive_count","app_version"
att_2d2a66b21f684d25,acc_00058b548c704245,6,5,3,2026-03-13 01:40:54.000,WIN,55,0,"1.0.0"
att_34a2053a5b764d5f,acc_00058b548c704245,6,6,1,2026-03-13 01:43:51.000,FAIL,89,0,"1.0.0"
att_c48852b1eb0e4718,acc_00058b548c704245,6,6,2,2026-03-13 01:47:06.000,FAIL,93,0,"1.0.0"
att_d5c10fffeb6e4f30,acc_00058b548c704245,6,6,3,2026-03-13 05:15:22.000,FAIL,104,0,"1.0.0"
att_a2f5d0b7f7e042a5,acc_00058b548c704245,6,6,4,2026-03-13 05:18:55.000,FAIL,87,0,"1.0.0"
att_985dd66f936f423e,acc_00058b548c704245,6,6,5,2026-03-13 05:21:23.000,QUIT,30,1,"1.0.0"
att_493c03f64bd4413f,acc_00058b548c704245,6,6,6,2026-03-13 05:23:24.000,QUIT,42,0,"1.0.0"
att_dcbbcc77e1214385,acc_00058b548c704245,6,6,7,2026-03-13 05:25:21.000,QUIT,28,0,"1.0.0"
att_dcf7b31aec3c4873,acc_00058b548c704245,6,6,8,2026-03-13 05:26:16.000,QUIT,23,0,"1.0.0"
att_62b00c3442ec4e53,acc_00058b548c704245,6,6,9,2026-03-13 05:27:09.000,QUIT,32,1,"1.0.0"
att_b48a3e9ee50e42be,acc_00058b548c704245,6,6,10,2026-03-13 05:28:13.000,QUIT,31,0,"1.0.0"
att_8a776e2387b54214,acc_00058b548c704245,6,6,11,2026-03-13 05:30:56.000,WIN,51,1,"1.0.0"
att_bb2217cf0d7646cf,acc_00058b548c704245,6,7,1,2026-03-13 05:33:48.000,FAIL,78,0,"1.0.0"
att_bcd6de72ff20456c,acc_0006e35e180c4a10,1,1,1,2026-03-07 18:44:46.000,WIN,44,0,"1.0.0"
att_621d4bb5697b45a0,acc_0006e35e180c4a10,1,2,1,2026-03-07 18:46:09.000,WIN,32,0,"1.0.0"
att_a7065af37c94452e,acc_0006e35e180c4a10,1,3,1,2026-03-07 18:47:01.000,WIN,52,0,"1.0.0"
att_3348e44abf9b401a,acc_0006e35e180c4a10,1,4,1,2026-03-07 18:49:18.000,WIN,47,0,"1.0.0"
att_e84f21c74b454d78,acc_0006e35e180c4a10,1,5,1,2026-03-07 18:50:50.000,WIN,42,0,"1.0.0"
att_2619c839e8d744dc,acc_0006e35e180c4a10,1,6,1,2026-03-07 18:52:28.000,WIN,50,0,"1.0.0"
att_9d34a08dd0c348af,acc_0006e35e180c4a10,1,7,1,2026-03-07 20:55:04.000,WIN,58,0,"1.0.0"
att_1cb18559b5ce46da,acc_0006e35e180c4a10,1,8,1,2026-03-07 20:56:43.000,WIN,50,0,"1.0.0"
att_03940b8dfa3a481e,acc_0006e35e180c4a10,1,9,1,2026-03-07 20:59:40.000,WIN,25,0,"1.0.0"
att_25261fa4d2444f34,acc_0006e35e180c4a10,1,10,1,2026-03-07 21:00:46.000,WIN,59,1,"1.0.0"
att_821718add9594fbd,acc_0006e35e180c4a10,1,11,1,2026-03-07 21:02:48.000,WIN,62,0,"1.0.0"
att_85f483e9de6247b8,acc_0006e35e180c4a10,1,12,1,2026-03-08 01:03:49.000,WIN,43,0,"1.0.0"
att_512bcd32d2674e64,acc_0006e35e180c4a10,1,13,1,2026-03-08 01:06:38.000,WIN,38,0,"1.0.0"
att_4529b750b30749df,acc_0006e35e180c4a10,1,14,1,2026-03-08 01:08:05.000,WIN,54,0,"1.0.0"
att_4c7009b6248a47a1,acc_0006e35e180c4a10,1,15,1,2026-03-08 01:12:04.000,WIN,56,0,"1.0.0"
att_584f19aa78fc48c8,acc_0006e35e180c4a10,1,16,1,2026-03-08 01:13:49.000,WIN,27,0,"1.0.0"
att_4ece78b3eb844212,acc_0006e35e180c4a10,1,17,1,2026-03-08 04:19:13.000,WIN,56,0,"1.0.0"
att_bf958802001945de,acc_0006e35e180c4a10,1,18,1,2026-03-08 04:22:14.000,WIN,52,0,"1.0.0"
att_e3bed6dee43a4ba8,acc_0006e35e180c4a10,1,19,1,2026-03-08 04:24:51.000,WIN,45,0,"1.0.0"
att_1fab6f4d1f314519,acc_0006e35e180c4a10,1,20,1,2026-03-08 04:27:06.000,WIN,64,0,"1.0.0"
att_30fe72c9d55348a9,acc_0006e35e180c4a10,2,1,1,2026-03-08 04:28:35.000,WIN,45,0,"1.0.0"
att_2cb1692545ee480e,acc_0006e35e180c4a10,2,2,1,2026-03-08 04:30:43.000,WIN,29,0,"1.0.0"
att_f38c1076e1124457,acc_0006e35e180c4a10,2,3,1,2026-03-08 04:33:05.000,WIN,48,0,"1.0.0"
att_f26d4180257244ca,acc_0006e35e180c4a10,2,4,1,2026-03-08 04:35:25.000,WIN,51,0,"1.0.0"
att_5f0e5becd29944a2,acc_0006e35e180c4a10,2,5,1,2026-03-08 04:38:09.000,WIN,57,0,"1.0.0"
att_258657e84c7d4791,acc_0006e35e180c4a10,2,6,1,2026-03-08 21:42:55.000,WIN,46,0,"1.0.0"
att_f07db6da45df4216,acc_0006e35e180c4a10,2,7,1,2026-03-08 21:44:14.000,WIN,38,0,"1.0.0"
att_cf756e89a0b54d15,acc_0006e35e180c4a10,2,8,1,2026-03-08 21:46:54.000,WIN,53,0,"1.0.0"
att_dffda7d06b3c4add,acc_0006e35e180c4a10,2,9,1,2026-03-08 21:49:27.000,WIN,53,0,"1.0.0"
att_e5119d8608c54b77,acc_0006e35e180c4a10,2,10,1,2026-03-09 00:37:41.000,WIN,70,0,"1.0.0"
att_3b3530c11cf74dc8,acc_0006e35e180c4a10,2,11,1,2026-03-09 00:39:18.000,WIN,54,0,"1.0.0"
att_765dfa98af664adf,acc_0006e35e180c4a10,2,12,1,2026-03-09 00:40:33.000,WIN,55,0,"1.0.0"
att_294a21be57944622,acc_0006e35e180c4a10,2,13,1,2026-03-09 00:43:16.000,WIN,43,0,"1.0.0"
att_f54d41d72c404f32,acc_0006e35e180c4a10,2,14,1,2026-03-09 00:44:56.000,WIN,47,0,"1.0.0"
att_a644ba5b0e7f454b,acc_0006e35e180c4a10,2,15,1,2026-03-09 01:53:22.000,WIN,45,0,"1.0.0"
att_55ffb311103d450e,acc_0006e35e180c4a10,2,16,1,2026-03-09 01:55:16.000,WIN,45,0,"1.0.0"
att_c65d5413d8da4ae9,acc_0006e35e180c4a10,2,17,1,2026-03-09 01:57:33.000,WIN,50,0,"1.0.0"
att_e391ccc697824660,acc_0006e35e180c4a10,2,18,1,2026-03-09 01:59:35.000,WIN,46,0,"1.0.0"
att_915f7bca154b4390,acc_0006e35e180c4a10,2,19,1,2026-03-09 02:01:27.000,WIN,47,0,"1.0.0"
att_196227a9ec7043c4,acc_0006e35e180c4a10,2,20,1,2026-03-09 02:03:35.000,WIN,60,0,"1.0.0"
att_56ae7ade93b74116,acc_0006e35e180c4a10,3,1,1,2026-03-09 07:12:03.000,WIN,45,0,"1.0.0"
att_a68c451f0dde4b86,acc_0006e35e180c4a10,3,2,1,2026-03-09 07:14:32.000,WIN,65,0,"1.0.0"
att_9f1ffe16ca4b42a7,acc_0006e35e180c4a10,3,3,1,2026-03-09 07:16:16.000,WIN,52,0,"1.0.0"
att_7efb454309e546af,acc_0006e35e180c4a10,3,4,1,2026-03-09 07:17:30.000,WIN,71,0,"1.0.0"
att_33222a1bbd534491,acc_0006e35e180c4a10,3,5,1,2026-03-09 07:20:52.000,WIN,38,0,"1.0.0"
att_64d845b03b004975,acc_0006e35e180c4a10,3,6,1,2026-03-09 07:22:21.000,WIN,56,0,"1.0.0"
att_4ae45ed264db4086,acc_0006e35e180c4a10,3,7,1,2026-03-09 07:24:21.000,WIN,55,0,"1.0.0"
att_6587b562df304c94,acc_0006e35e180c4a10,3,8,1,2026-03-09 07:27:04.000,WIN,45,0,"1.0.0"
att_907f26e0e45946ea,acc_0006e35e180c4a10,3,9,1,2026-03-09 08:00:59.000,WIN,42,0,"1.0.0"
att_318eb134810f49d6,acc_0006e35e180c4a10,3,10,1,2026-03-09 08:02:19.000,WIN,71,0,"1.0.0"
att_2ece4e5887d44bc8,acc_0006e35e180c4a10,3,11,1,2026-03-09 08:05:40.000,WIN,45,0,"1.0.0"
att_81c9012794a44266,acc_0006e35e180c4a10,3,12,1,2026-03-09 08:06:48.000,WIN,53,0,"1.0.0"
att_458971a73d6f4666,acc_0006e35e180c4a10,3,13,1,2026-03-09 08:08:53.000,WIN,30,0,"1.0.0"
att_e124969b55dd4ddc,acc_0006e35e180c4a10,3,14,1,2026-03-09 09:40:05.000,WIN,65,0,"1.0.0"
att_ecde31525b3e476e,acc_0006e35e180c4a10,3,15,1,2026-03-09 09:43:03.000,WIN,55,0,"1.0.0"
att_510266383db24352,acc_0006e35e180c4a10,3,16,1,2026-03-09 09:44:32.000,WIN,58,0,"1.0.0"
att_7ee158a4b9c94aa3,acc_0006e35e180c4a10,3,17,1,2026-03-09 09:47:06.000,WIN,33,0,"1.0.0"
att_4581bda85a6b40c6,acc_0006e35e180c4a10,3,18,1,2026-03-09 09:49:29.000,WIN,59,0,"1.0.0"
att_c54efd5788ec4855,acc_0006e35e180c4a10,3,19,1,2026-03-09 09:52:43.000,WIN,44,0,"1.0.0"
att_b7a92d30d6f44664,acc_0006e35e180c4a10,3,20,1,2026-03-09 09:55:14.000,WIN,61,0,"1.0.0"
att_4f173d93fb2047b1,acc_0006e35e180c4a10,4,1,1,2026-03-09 12:12:44.000,WIN,54,0,"1.0.0"
att_0f67e4cba1d143f9,acc_0006e35e180c4a10,4,2,1,2026-03-09 12:15:25.000,WIN,38,0,"1.0.0"
att_b50a81109e9649d4,acc_0006e35e180c4a10,4,3,1,2026-03-09 12:17:43.000,WIN,32,0,"1.0.0"
att_66189ead8be5421f,acc_0006e35e180c4a10,4,4,1,2026-03-09 12:19:12.000,WIN,29,0,"1.0.0"
att_5f7504800acb4346,acc_0006e35e180c4a10,4,5,1,2026-03-09 17:01:35.000,WIN,40,0,"1.0.0"
att_06e53fe13cc8441f,acc_0006e35e180c4a10,4,6,1,2026-03-09 17:03:22.000,WIN,42,0,"1.0.0"
att_39d0c7263cce41dc,acc_0006e35e180c4a10,4,7,1,2026-03-09 17:06:14.000,WIN,48,0,"1.0.0"
att_b01a71744e764673,acc_0006e35e180c4a10,4,8,1,2026-03-09 17:08:33.000,WIN,45,0,"1.0.0"
att_de7c0b3776ad4e88,acc_0006e35e180c4a10,4,9,1,2026-03-09 17:10:57.000,WIN,32,0,"1.0.0"
att_d56e65037e524057,acc_0006e35e180c4a10,4,10,1,2026-03-09 17:13:27.000,WIN,55,0,"1.0.0"
att_00e44165ca3b496a,acc_0006e35e180c4a10,4,11,1,2026-03-09 17:16:09.000,WIN,39,0,"1.0.0"
att_f7d117a7f17c4c48,acc_0006e35e180c4a10,4,12,1,2026-03-09 20:29:21.000,WIN,52,0,"1.0.0"
att_a5ebf88e36ed486c,acc_0006e35e180c4a10,4,13,1,2026-03-09 20:31:57.000,WIN,54,0,"1.0.0"
att_e2cd2e7f8d494fef,acc_0006e35e180c4a10,4,14,1,2026-03-09 20:34:36.000,WIN,59,0,"1.0.0"
att_b9e9062054e04da8,acc_0006e35e180c4a10,4,15,1,2026-03-09 20:36:30.000,WIN,41,0,"1.0.0"
att_85303ef8482a49a6,acc_0006e35e180c4a10,4,16,1,2026-03-09 20:39:27.000,WIN,57,0,"1.0.0"
att_743c105b03dc41b1,acc_0006e35e180c4a10,4,17,1,2026-03-09 20:41:34.000,WIN,46,0,"1.0.0"
att_650df6a966e748ab,acc_0006e35e180c4a10,4,18,1,2026-03-09 20:43:11.000,WIN,60,0,"1.0.0"
att_d753cb30b1914edf,acc_0006e35e180c4a10,4,19,1,2026-03-09 20:45:19.000,WIN,43,0,"1.0.0"
att_fa2275fcc8074339,acc_0006e35e180c4a10,4,20,1,2026-03-09 20:46:22.000,WIN,79,0,"1.0.0"
att_d1774d23808e4e78,acc_0006e35e180c4a10,5,1,1,2026-03-09 23:23:42.000,WIN,71,0,"1.0.0"
att_19431d9a7d9b4566,acc_0006e35e180c4a10,5,2,1,2026-03-09 23:25:34.000,WIN,46,0,"1.0.0"
att_e67fb4678b9b48f8,acc_0006e35e180c4a10,5,3,1,2026-03-09 23:28:25.000,WIN,56,0,"1.0.0"
att_a63955de5c004aae,acc_0006e35e180c4a10,5,4,1,2026-03-09 23:30:42.000,WIN,50,0,"1.0.0"
att_8bc8d5a862034e88,acc_0006e35e180c4a10,5,5,1,2026-03-10 11:58:01.000,WIN,43,0,"1.0.0"
att_1b01a9e73a8f43b6,acc_0006e35e180c4a10,5,6,1,2026-03-10 12:01:02.000,WIN,34,0,"1.0.0"
att_f716fc325bb54ec8,acc_0006e35e180c4a10,5,7,1,2026-03-10 12:03:25.000,WIN,68,0,"1.0.0"
att_74a4e4b3814a483f,acc_0006e35e180c4a10,5,8,1,2026-03-10 12:06:18.000,WIN,52,0,"1.0.0"
att_93646c55f89744c7,acc_0006e35e180c4a10,5,9,1,2026-03-10 12:08:48.000,WIN,61,0,"1.0.0"
att_02d9b199db6d44ab,acc_0006e35e180c4a10,5,10,1,2026-03-10 12:10:17.000,WIN,60,0,"1.0.0"
att_e637073add054b6b,acc_0006e35e180c4a10,5,11,1,2026-03-10 12:12:01.000,WIN,48,0,"1.0.0"
att_c56413cd0ae745f5,acc_0006e35e180c4a10,5,12,1,2026-03-10 12:13:48.000,WIN,49,0,"1.0.0"
att_1520ad777b454d5f,acc_0006e35e180c4a10,5,13,1,2026-03-10 12:16:28.000,WIN,56,0,"1.0.0"
att_467feb56c24045f7,acc_0006e35e180c4a10,5,14,1,2026-03-10 12:18:47.000,WIN,70,0,"1.0.0"
att_aa2708fa69554d63,acc_0006e35e180c4a10,5,15,1,2026-03-10 12:21:30.000,WIN,70,0,"1.0.0"
att_5d4ba686849b4f6e,acc_0006e35e180c4a10,5,16,1,2026-03-10 12:23:54.000,WIN,62,0,"1.0.0"
att_4bf5d163d1564dd7,acc_0006e35e180c4a10,5,17,1,2026-03-10 12:25:19.000,WIN,41,0,"1.0.0"
att_bee7d97813d24407,acc_0006e35e180c4a10,5,18,1,2026-03-10 15:00:22.000,WIN,61,0,"1.0.0"
att_803de07510de429f,acc_0006e35e180c4a10,5,19,1,2026-03-10 15:03:35.000,WIN,55,0,"1.0.0"
att_e71b0eb6a822473e,acc_0006e35e180c4a10,5,20,1,2026-03-10 15:05:43.000,WIN,47,0,"1.0.0"
att_67430419263441f6,acc_0006e35e180c4a10,6,1,1,2026-03-10 15:06:52.000,WIN,64,1,"1.0.0"
att_9e0ab75413484fdf,acc_0006e35e180c4a10,6,2,1,2026-03-10 15:08:27.000,FAIL,91,1,"1.0.0"
att_4c6949d929b6490e,acc_0006e35e180c4a10,6,2,2,2026-03-10 15:10:43.000,WIN,43,0,"1.0.0"
att_88d38cc42ecd4312,acc_0006e35e180c4a10,6,3,1,2026-03-10 16:17:26.000,WIN,54,0,"1.0.0"
att_c411fbda17834196,acc_0006e35e180c4a10,6,4,1,2026-03-10 16:19:49.000,FAIL,88,0,"1.0.0"
att_fc013030f0574c65,acc_0006e35e180c4a10,6,4,2,2026-03-10 16:22:55.000,FAIL,92,0,"1.0.0"
att_fd1851d207e7467a,acc_0006e35e180c4a10,6,4,3,2026-03-10 16:26:28.000,FAIL,89,1,"1.0.0"
att_f73f9d31079a4542,acc_0006e35e180c4a10,6,4,4,2026-03-10 16:28:51.000,WIN,50,0,"1.0.0"
att_df9ba9323ab24776,acc_0006e35e180c4a10,6,5,1,2026-03-10 16:31:20.000,FAIL,85,0,"1.0.0"
att_f82d3fe017434a38,acc_0006e35e180c4a10,6,5,2,2026-03-10 16:33:39.000,QUIT,37,0,"1.0.0"
att_437ad6f80c0c4434,acc_0006e35e180c4a10,6,5,3,2026-03-10 16:35:21.000,WIN,53,0,"1.0.0"
att_8ef18d5d74ca4ea1,acc_0006e35e180c4a10,6,6,1,2026-03-10 16:37:57.000,FAIL,76,0,"1.0.0"
att_f9b109370c624883,acc_0006e35e180c4a10,6,6,2,2026-03-10 16:40:53.000,FAIL,90,0,"1.0.0"
att_53490f4ca78544b0,acc_0006e35e180c4a10,6,6,3,2026-03-10 16:43:51.000,FAIL,87,0,"1.0.0"
att_805afeb5d5bb4dfb,acc_0006e35e180c4a10,6,6,4,2026-03-10 16:46:12.000,WIN,43,0,"1.0.0"
att_dd706bf1f2bf485e,acc_0006e35e180c4a10,6,7,1,2026-03-10 16:48:00.000,WIN,34,0,"1.0.0"
att_a6c65c9017c44bdc,acc_0006e35e180c4a10,6,8,1,2026-03-10 17:33:41.000,FAIL,86,0,"1.0.0"
att_c56d557ffc844e4e,acc_0006e35e180c4a10,6,8,2,2026-03-10 17:36:04.000,FAIL,80,1,"1.0.0"
att_6a865e41ed624f1e,acc_0006e35e180c4a10,6,8,3,2026-03-10 17:39:08.000,FAIL,91,0,"1.0.0"
att_43e0e2b3981a48ec,acc_0006e35e180c4a10,6,8,4,2026-03-10 17:42:16.000,FAIL,86,0,"1.0.0"
att_b0b4406b781f4332,acc_0006e35e180c4a10,6,8,5,2026-03-10 17:44:24.000,WIN,62,0,"1.0.0"
att_0806416b9f844a60,acc_0006e35e180c4a10,6,9,1,2026-03-10 17:46:58.000,FAIL,90,0,"1.0.0"
att_386885cf131842f6,acc_0006e35e180c4a10,6,9,2,2026-03-11 21:51:48.000,FAIL,95,0,"1.0.0"
att_f3b14dd87fde48f8,acc_0006e35e180c4a10,6,9,3,2026-03-11 21:54:08.000,WIN,58,0,"1.0.0"
att_da5dc13befb04b22,acc_0006e35e180c4a10,6,10,1,2026-03-11 21:57:07.000,FAIL,98,0,"1.0.0"
att_33c65663f1464393,acc_0006e35e180c4a10,6,10,2,2026-03-11 22:00:41.000,FAIL,108,0,"1.0.0"
att_401dbcbbecce4048,acc_0006e35e180c4a10,6,10,3,2026-03-11 22:03:44.000,FAIL,110,0,"1.0.0"
att_7c344422f48d40c8,acc_0006e35e180c4a10,6,10,4,2026-03-11 22:06:42.000,QUIT,36,0,"1.0.0"
att_6a2311e1d09c4a96,acc_0006e35e180c4a10,6,10,5,2026-03-11 22:07:38.000,FAIL,110,0,"1.0.0"
att_351fa496da884e30,acc_0006e35e180c4a10,6,10,6,2026-03-11 22:11:03.000,FAIL,108,0,"1.0.0"
att_8a18404322d64a9b,acc_0006e35e180c4a10,6,10,7,2026-03-11 22:13:43.000,QUIT,21,0,"1.0.0"
att_71a37f382db046e2,acc_0006e35e180c4a10,6,10,8,2026-03-12 03:18:32.000,WIN,64,1,"1.0.0"
att_cabed14b06614a78,acc_0006e35e180c4a10,6,11,1,2026-03-12 03:21:13.000,WIN,59,0,"1.0.0"
att_1a234b3391434bc8,acc_0006e35e180c4a10,6,12,1,2026-03-12 03:24:06.000,WIN,56,0,"1.0.0"
att_635c6661b8ce490c,acc_0006e35e180c4a10,6,13,1,2026-03-12 03:25:48.000,FAIL,98,0,"1.0.0"
att_493a61f476da4f56,acc_0006e35e180c4a10,6,13,2,2026-03-12 03:29:39.000,FAIL,85,0,"1.0.0"
att_220d4ef0291745b5,acc_0006e35e180c4a10,6,13,3,2026-03-12 05:52:20.000,WIN,61,0,"1.0.0"
att_ee476287b92b4adb,acc_0006e35e180c4a10,6,14,1,2026-03-12 05:55:33.000,FAIL,87,0,"1.0.0"
att_5c9c0838c5214481,acc_0006e35e180c4a10,6,14,2,2026-03-12 05:58:00.000,WIN,47,1,"1.0.0"
att_fb3e9d8aaba5487a,acc_0006e35e180c4a10,6,15,1,2026-03-12 06:00:19.000,FAIL,91,0,"1.0.0"
att_c6074a126e054d1a,acc_0006e35e180c4a10,6,15,2,2026-03-12 06:03:42.000,FAIL,100,1,"1.0.0"
att_4204db0f009f4d00,acc_0006e35e180c4a10,6,15,3,2026-03-12 06:07:12.000,WIN,38,0,"1.0.0"
att_7b82873ffb7e4d59,acc_0006e35e180c4a10,6,16,1,2026-03-12 09:09:22.000,FAIL,74,0,"1.0.0"
att_8d81feabe4e94b41,acc_0006e35e180c4a10,6,16,2,2026-03-12 09:11:11.000,FAIL,109,1,"1.0.0"
att_5f03c5ecc0e5423f,acc_0006e35e180c4a10,6,16,3,2026-03-12 09:14:52.000,FAIL,86,0,"1.0.0"
att_e7ab88785c664010,acc_0006e35e180c4a10,6,16,4,2026-03-12 09:16:43.000,FAIL,86,1,"1.0.0"
att_1324f5c36e1c4168,acc_0006e35e180c4a10,6,16,5,2026-03-12 09:19:28.000,QUIT,24,1,"1.0.0"
att_e8629e37033e48a7,acc_0006e35e180c4a10,6,16,6,2026-03-12 09:21:03.000,WIN,60,0,"1.0.0"
att_f536f9f61af1446d,acc_0006e35e180c4a10,6,17,1,2026-03-12 09:24:03.000,FAIL,100,0,"1.0.0"
att_19684a38cf0d4476,acc_0006e35e180c4a10,6,17,2,2026-03-12 09:27:13.000,FAIL,71,0,"1.0.0"
att_5d2ef1c268bc4507,acc_0006e35e180c4a10,6,17,3,2026-03-13 10:04:37.000,FAIL,77,0,"1.0.0"
att_db93ec79f994462b,acc_0006e35e180c4a10,6,17,4,2026-03-13 10:07:03.000,QUIT,25,0,"1.0.0"
att_7caf241489f6446e,acc_0006e35e180c4a10,6,17,5,2026-03-13 10:08:01.000,QUIT,15,0,"1.0.0"
att_5dc4a543ca5542d2,acc_0006e35e180c4a10,6,17,6,2026-03-13 10:08:40.000,QUIT,21,0,"1.0.0"
att_4e6c4d0e93d64e67,acc_0006e35e180c4a10,6,17,7,2026-03-13 10:09:30.000,WIN,49,0,"1.0.0"
att_4fe44ceec7364501,acc_0007692610504b21,1,1,1,2026-03-10 11:24:26.000,WIN,43,0,"1.0.0"
att_0384d9be9df246a9,acc_0007692610504b21,1,2,1,2026-03-10 11:27:21.000,WIN,53,0,"1.0.0"
att_763dba507e9a4c4e,acc_0007692610504b21,1,3,1,2026-03-10 11:30:04.000,WIN,45,0,"1.0.0"
att_0872cada92e14a4f,acc_0007692610504b21,1,4,1,2026-03-10 11:32:56.000,WIN,52,0,"1.0.0"
att_95151901a3c14f6e,acc_0007692610504b21,1,5,1,2026-03-10 11:35:06.000,WIN,60,0,"1.0.0"
att_cbe7c4b1a60644f7,acc_0007692610504b21,1,6,1,2026-03-10 11:37:54.000,WIN,36,0,"1.0.0"
att_0100031231234bcb,acc_0007692610504b21,1,7,1,2026-03-10 11:40:25.000,WIN,30,0,"1.0.0"
att_9c854d380f66482f,acc_0007692610504b21,1,8,1,2026-03-10 11:41:41.000,WIN,35,0,"1.0.0"
att_8ed4bcbb7bb549ae,acc_0007692610504b21,1,9,1,2026-03-10 13:24:20.000,WIN,36,0,"1.0.0"
att_fea3ddf9dda84044,acc_0007692610504b21,1,10,1,2026-03-10 13:26:03.000,WIN,66,0,"1.0.0"
att_e8a67de7062f4c29,acc_0007692610504b21,1,11,1,2026-03-10 13:29:08.000,WIN,43,0,"1.0.0"
att_f3c141a51b3b4def,acc_0007692610504b21,1,12,1,2026-03-10 13:31:03.000,WIN,50,0,"1.0.0"
att_e1725b2aaf8d4d57,acc_0007692610504b21,1,13,1,2026-03-10 13:34:04.000,WIN,39,0,"1.0.0"
att_4248a919390541af,acc_0007692610504b21,1,14,1,2026-03-10 13:36:18.000,WIN,56,0,"1.0.0"
att_39a8e55c4dd34315,acc_0007692610504b21,1,15,1,2026-03-10 13:38:21.000,WIN,39,0,"1.0.0"
att_fd2b9288fd234d0e,acc_0007692610504b21,1,16,1,2026-03-10 13:41:10.000,WIN,47,0,"1.0.0"
att_905188cc9e514f21,acc_0007692610504b21,1,17,1,2026-03-10 16:54:42.000,WIN,43,0,"1.0.0"
att_5b6684d5962e499e,acc_0007692610504b21,1,18,1,2026-03-10 16:56:55.000,WIN,28,0,"1.0.0"
att_3532bcdd841745f3,acc_0007692610504b21,1,19,1,2026-03-10 16:58:46.000,WIN,55,0,"1.0.0"
att_65e823a3db604849,acc_0007692610504b21,1,20,1,2026-03-10 17:00:10.000,WIN,60,0,"1.0.0"
att_64130e30ac9f4272,acc_0007692610504b21,2,1,1,2026-03-10 17:02:33.000,WIN,57,0,"1.0.0"
att_12448db913c641db,acc_0007692610504b21,2,2,1,2026-03-10 17:04:38.000,WIN,42,0,"1.0.0"
att_f44e76cc389c4249,acc_0007692610504b21,2,3,1,2026-03-10 18:12:03.000,WIN,50,0,"1.0.0"
att_6434c3fe6082455d,acc_0007692610504b21,2,4,1,2026-03-10 18:16:11.000,WIN,48,0,"1.0.0"
att_5a0e4d31386f4004,acc_0007692610504b21,2,5,1,2026-03-10 18:20:23.000,WIN,47,0,"1.0.0"
att_dfc375ab38f745fd,acc_0007692610504b21,2,6,1,2026-03-11 15:03:27.000,WIN,60,0,"1.0.0"
att_91ced740b4854f18,acc_0007692610504b21,2,7,1,2026-03-11 15:06:07.000,WIN,62,0,"1.0.0"
att_3a44e97ca92247bb,acc_0007692610504b21,2,8,1,2026-03-11 15:07:56.000,WIN,54,0,"1.0.0"
att_0e4d33a0c29e42c8,acc_0007692610504b21,2,9,1,2026-03-11 15:10:12.000,WIN,44,0,"1.0.0"
att_fce2da02eed34366,acc_0007692610504b21,2,10,1,2026-03-11 15:11:56.000,WIN,67,0,"1.0.0"
att_44d751a8768a4aa0,acc_0007692610504b21,2,11,1,2026-03-11 15:13:32.000,WIN,40,0,"1.0.0"
att_4fcdb98b160b41a5,acc_0007692610504b21,2,12,1,2026-03-11 15:16:25.000,WIN,58,0,"1.0.0"
att_c50904b0b9bb4f07,acc_0007692610504b21,2,13,1,2026-03-11 15:18:03.000,WIN,56,0,"1.0.0"
att_cf2929367b634ea0,acc_0007692610504b21,2,14,1,2026-03-11 15:19:37.000,WIN,55,0,"1.0.0"
att_96dca37474944589,acc_0007692610504b21,2,15,1,2026-03-11 19:21:02.000,WIN,43,0,"1.0.0"
att_e75313eb1ba342e5,acc_0007692610504b21,2,16,1,2026-03-11 19:22:45.000,WIN,59,0,"1.0.0"
att_25004c3fe871479a,acc_0007692610504b21,2,17,1,2026-03-11 19:25:26.000,WIN,57,0,"1.0.0"
att_cb31bcdebbba4d7d,acc_0007692610504b21,2,18,1,2026-03-11 19:27:25.000,WIN,60,0,"1.0.0"
att_ff507594d7e04295,acc_0007692610504b21,2,19,1,2026-03-11 19:28:46.000,WIN,63,0,"1.0.0"
att_d336110d4d8c4bb0,acc_0007692610504b21,2,20,1,2026-03-11 19:31:10.000,WIN,47,0,"1.0.0"
att_ae06d0e2ac554a10,acc_0007692610504b21,3,1,1,2026-03-11 22:19:42.000,WIN,35,0,"1.0.0"
att_8064d2f42373429e,acc_0007692610504b21,3,2,1,2026-03-11 22:21:00.000,WIN,42,0,"1.0.0"
att_306b1f4e44714e97,acc_0007692610504b21,3,3,1,2026-03-11 22:22:45.000,WIN,31,0,"1.0.0"
att_083206fcfd694b21,acc_0007692610504b21,3,4,1,2026-03-11 22:24:39.000,WIN,54,0,"1.0.0"
att_814a8acf5d664c0a,acc_0007692610504b21,3,5,1,2026-03-11 22:27:07.000,WIN,68,0,"1.0.0"
att_adb97819e2c84df4,acc_0007692610504b21,3,6,1,2026-03-11 22:30:13.000,WIN,50,0,"1.0.0"
att_347542626326440c,acc_0007692610504b21,3,7,1,2026-03-11 22:32:51.000,WIN,41,0,"1.0.0"
att_084d11544e774045,acc_0007692610504b21,3,8,1,2026-03-11 22:35:28.000,WIN,46,0,"1.0.0"
att_9043457143a849f6,acc_0007692610504b21,3,9,1,2026-03-11 22:37:56.000,WIN,47,0,"1.0.0"
att_770987bf223c4c83,acc_0007692610504b21,3,10,1,2026-03-11 22:40:32.000,WIN,67,0,"1.0.0"
att_0614b6437341408c,acc_0007692610504b21,3,11,1,2026-03-11 22:43:33.000,WIN,36,0,"1.0.0"
