"session_id","account_id","user_id","session_start_ts","session_end_ts","session_duration_sec","end_reason","crash_count","app_version"
ses_9cf6f11a623847d9,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-01 21:01:21.000,2026-03-01 21:09:39.000,498,FORCE_CLOSE,0,"1.0.0"
ses_ebbd79bf8846431b,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-02 01:07:39.000,2026-03-02 01:10:39.000,180,FORCE_CLOSE,0,"1.0.0"
ses_0b70d543cae045f3,acc_00243b9870d64532,usr_b64fa495fa924ea4,2026-03-02 04:04:39.000,2026-03-02 04:24:53.000,1214,FORCE_CLOSE,0,"1.0.0"
ses_577e674ab12441fa,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-02 05:26:53.000,2026-03-02 06:00:36.000,2023,FORCE_CLOSE,0,"1.0.0"
ses_5398ec962a4e4aa8,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-02 07:25:36.000,2026-03-02 07:47:39.000,1323,TIMEOUT,0,"1.0.0"
ses_67ea781be619446f,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-02 08:27:29.000,2026-03-02 08:53:45.000,1576,TIMEOUT,0,"1.0.0"
ses_29b36c3951ae4b6f,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-02 10:37:45.000,2026-03-02 10:51:28.000,823,FORCE_CLOSE,0,"1.0.0"
ses_8fbcc70a25da4f78,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-02 12:20:28.000,2026-03-02 12:44:40.000,1452,TIMEOUT,0,"1.0.0"
ses_7037b0cf07dc4466,acc_00243b9870d64532,usr_e736eefef7bf4fe6,2026-03-02 13:38:39.000,2026-03-02 14:13:36.000,2097,FORCE_CLOSE,0,"1.0.0"
ses_339ef5b96b134ef0,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-02 17:25:40.000,2026-03-02 17:40:25.000,885,FORCE_CLOSE,0,"1.0.0"
ses_c8229c2b96f64224,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-02 18:40:36.000,2026-03-02 19:04:28.000,1432,FORCE_CLOSE,0,"1.0.0"
ses_bdeeab5482a24d4c,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-02 21:09:25.000,2026-03-02 21:27:45.000,1100,FORCE_CLOSE,0,"1.0.0"
ses_e194bff512024e0a,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-04 11:51:10.000,2026-03-04 12:12:38.000,1288,FORCE_CLOSE,0,"1.0.0"
ses_80bb44fa8fdd4aa4,acc_00243b9870d64532,usr_3abd48c11e934990,2026-03-04 14:04:38.000,2026-03-04 14:37:08.000,1950,TIMEOUT,0,"1.0.0"
ses_9ce5f8373bec4d08,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-04 18:08:08.000,2026-03-04 18:37:05.000,1737,FORCE_CLOSE,0,"1.0.0"
ses_61557ea9b45b4257,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-04 20:54:05.000,2026-03-04 21:25:33.000,1888,FORCE_CLOSE,0,"1.0.0"
ses_d242a72658644e40,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-04 23:37:33.000,2026-03-04 23:59:59.000,1346,DAY_CHANGE,0,"1.0.0"
ses_22659299267a4393,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-05 00:00:00.000,2026-03-05 00:18:18.000,1098,FORCE_CLOSE,0,"1.0.0"
ses_123c8c68a32149b8,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-05 22:43:40.000,2026-03-05 23:03:03.000,1163,FORCE_CLOSE,0,"1.0.0"
ses_598b18ba27d24015,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-06 02:43:03.000,2026-03-06 03:06:19.000,1396,FORCE_CLOSE,0,"1.0.0"
ses_08a72c3a411d4e53,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-06 05:55:19.000,2026-03-06 06:18:15.000,1376,FORCE_CLOSE,0,"1.0.0"
ses_74286eb578dc4b3c,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-09 10:31:07.000,2026-03-09 10:41:41.000,634,TIMEOUT,0,"1.0.0"
ses_197c2bef88174bca,acc_00243b9870d64532,usr_7842fc0939f44424,2026-03-09 13:34:41.000,2026-03-09 14:00:08.000,1527,FORCE_CLOSE,0,"1.0.0"
ses_396887ed4aaf4693,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-10 22:11:48.000,2026-03-10 22:44:50.000,1982,FORCE_CLOSE,0,"1.0.0"
ses_0511514e55f6418f,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-10 23:31:50.000,2026-03-10 23:53:40.000,1310,TIMEOUT,1,"1.0.0"
ses_c7b861d5f2344736,acc_00243b9870d64532,usr_160a23bffd2d4418,2026-03-11 02:44:40.000,2026-03-11 03:10:00.000,1520,FORCE_CLOSE,0,"1.0.0"
ses_1c56c1a626eb4979,acc_0025041bb26e42ae,usr_3042f7c676254112,2026-03-01 21:54:47.000,2026-03-01 22:26:18.000,1891,FORCE_CLOSE,0,"1.0.0"
ses_278553b1b17a4d4d,acc_0025041bb26e42ae,usr_3042f7c676254112,2026-03-02 02:33:18.000,2026-03-02 02:44:39.000,681,FORCE_CLOSE,0,"1.0.0"
ses_4503e8aef6104563,acc_0025041bb26e42ae,usr_3042f7c676254112,2026-03-02 05:19:39.000,2026-03-02 06:01:21.000,2502,FORCE_CLOSE,0,"1.0.0"
ses_8771a7f91f754b47,acc_0025041bb26e42ae,usr_3042f7c676254112,2026-03-02 09:14:07.000,2026-03-02 09:31:56.000,1069,FORCE_CLOSE,0,"1.0.0"
ses_d2b0f5f2f837485e,acc_0025041bb26e42ae,usr_3042f7c676254112,2026-03-02 13:23:56.000,2026-03-02 14:09:16.000,2720,FORCE_CLOSE,0,"1.0.0"
ses_e81122d44ef2446b,acc_0025041bb26e42ae,usr_3042f7c676254112,2026-03-02 18:19:16.000,2026-03-02 18:35:50.000,994,FORCE_CLOSE,0,"1.0.0"
ses_26111579e92648d8,acc_0025041bb26e42ae,usr_3042f7c676254112,2026-03-02 19:00:50.000,2026-03-02 19:32:01.000,1871,FORCE_CLOSE,0,"1.0.0"
ses_6edba6f597a64e72,acc_0025041bb26e42ae,usr_3042f7c676254112,2026-03-02 21:29:01.000,2026-03-02 22:15:43.000,2802,FORCE_CLOSE,0,"1.0.0"
ses_efe783c53b4f4c91,acc_0025041bb26e42ae,usr_3042f7c676254112,2026-03-03 01:20:43.000,2026-03-03 01:31:34.000,651,FORCE_CLOSE,0,"1.0.0"
ses_c30ca00a0d924bb8,acc_0025041bb26e42ae,usr_3042f7c676254112,2026-03-03 12:35:25.000,2026-03-03 13:14:55.000,2370,FORCE_CLOSE,0,"1.0.0"
ses_bf03c4f1560545ad,acc_0025041bb26e42ae,usr_6101bb1fcc3f42b8,2026-03-03 13:39:55.000,2026-03-03 14:04:34.000,1479,FORCE_CLOSE,0,"1.0.0"
ses_a518ab224ebd467c,acc_0025041bb26e42ae,usr_3042f7c676254112,2026-03-03 16:34:34.000,2026-03-03 17:03:24.000,1730,FORCE_CLOSE,0,"1.0.0"
ses_6967b0d6808544c7,acc_0025041bb26e42ae,usr_3042f7c676254112,2026-03-03 17:28:24.000,2026-03-03 18:04:45.000,2181,FORCE_CLOSE,0,"1.0.0"
ses_83e3532a7ba44c19,acc_0025041bb26e42ae,usr_3042f7c676254112,2026-03-05 13:16:36.000,2026-03-05 13:46:27.000,1791,FORCE_CLOSE,0,"1.0.0"
ses_b2b56e0a649c412b,acc_0025041bb26e42ae,usr_aba65ccaad0f4894,2026-03-05 15:50:27.000,2026-03-05 16:22:03.000,1896,FORCE_CLOSE,0,"1.0.0"
ses_091413b25e284d70,acc_0025041bb26e42ae,usr_3042f7c676254112,2026-03-05 19:50:03.000,2026-03-05 20:04:07.000,844,TIMEOUT,0,"1.0.0"
ses_ef23b85ead0a4d4b,acc_0025041bb26e42ae,usr_2842c9ad67a14faa,2026-03-06 22:57:19.000,2026-03-06 23:26:52.000,1773,TIMEOUT,0,"1.0.0"
ses_bc6f8d6ad2da4ad6,acc_0025041bb26e42ae,usr_3042f7c676254112,2026-03-07 02:56:52.000,2026-03-07 03:15:34.000,1122,FORCE_CLOSE,1,"1.0.0"
ses_8c0f1a1f6659431c,acc_0025041bb26e42ae,usr_3042f7c676254112,2026-03-07 05:01:34.000,2026-03-07 05:17:23.000,949,FORCE_CLOSE,0,"1.0.0"
ses_cacc3b99097a4705,acc_0025041bb26e42ae,usr_3042f7c676254112,2026-03-14 13:09:32.000,2026-03-14 13:27:57.000,1105,FORCE_CLOSE,0,"1.0.0"
ses_a7f84be4dca34f12,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-05 20:45:07.000,2026-03-05 21:08:13.000,1386,FORCE_CLOSE,0,"1.0.0"
ses_213b90030e934362,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-05 22:49:13.000,2026-03-05 23:14:25.000,1512,TIMEOUT,0,"1.0.0"
ses_8e31a6cf73ca4b40,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-06 01:02:25.000,2026-03-06 01:21:53.000,1168,FORCE_CLOSE,0,"1.0.0"
ses_3e74d044c2204da1,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-06 05:02:53.000,2026-03-06 05:46:53.000,2640,FORCE_CLOSE,0,"1.0.0"
ses_6c80c93ebacc4775,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-06 06:56:53.000,2026-03-06 07:22:29.000,1536,FORCE_CLOSE,0,"1.0.0"
ses_71c92eb880d9456e,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-06 10:47:35.000,2026-03-06 11:21:21.000,2026,FORCE_CLOSE,0,"1.0.0"
ses_1b5f9776abb24a3b,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-06 15:19:21.000,2026-03-06 15:47:33.000,1692,FORCE_CLOSE,0,"1.0.0"
ses_d36f5ad81685466e,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-06 16:35:33.000,2026-03-06 16:55:20.000,1187,FORCE_CLOSE,0,"1.0.0"
ses_d6d7472baed54944,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-06 18:58:20.000,2026-03-06 19:21:26.000,1386,FORCE_CLOSE,0,"1.0.0"
ses_1e9990da7e9c4c25,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-06 20:16:26.000,2026-03-06 20:37:38.000,1272,TIMEOUT,0,"1.0.0"
ses_6906041f02d14e14,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-08 13:56:57.000,2026-03-08 14:00:19.000,202,FORCE_CLOSE,0,"1.0.0"
ses_b4ce1eb4de634ee6,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-08 15:29:19.000,2026-03-08 15:47:31.000,1092,FORCE_CLOSE,0,"1.0.0"
ses_5a75bb0c1d704a49,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-09 14:34:37.000,2026-03-09 15:06:27.000,1910,TIMEOUT,0,"1.0.0"
ses_4d0a1b53aa494b3e,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-09 19:31:27.000,2026-03-09 19:54:27.000,1380,FORCE_CLOSE,0,"1.0.0"
ses_847f9524534145f9,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-09 21:20:27.000,2026-03-09 21:56:10.000,2143,FORCE_CLOSE,0,"1.0.0"
ses_1101d04354654498,acc_002513e877a149c1,usr_f27f0ffcfe494bfd,2026-03-10 20:35:03.000,2026-03-10 20:53:15.000,1092,TIMEOUT,0,"1.0.0"
ses_c677be995ce640bf,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-10 22:50:15.000,2026-03-10 23:16:24.000,1569,FORCE_CLOSE,0,"1.0.0"
ses_a4b47a1ace7e461c,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-11 03:04:24.000,2026-03-11 03:16:09.000,705,FORCE_CLOSE,0,"1.0.0"
ses_84cc18f437cc425d,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-13 17:39:59.000,2026-03-13 18:03:12.000,1393,FORCE_CLOSE,0,"1.0.0"
ses_6dffef6adba14c98,acc_002513e877a149c1,usr_eb7fc543d70a449c,2026-03-13 19:59:12.000,2026-03-13 20:35:32.000,2180,FORCE_CLOSE,0,"1.0.0"
ses_39061d36234241bd,acc_002513e877a149c1,usr_961646a908e84b65,2026-03-13 22:05:32.000,2026-03-13 22:25:56.000,1224,TIMEOUT,0,"1.0.0"
ses_45c94c4906164c8e,acc_0026ad859d354b08,usr_183d4502485b45e9,2026-03-10 18:52:29.000,2026-03-10 19:11:40.000,1151,FORCE_CLOSE,0,"1.0.0"
ses_0d8adf78034a4231,acc_0026ad859d354b08,usr_183d4502485b45e9,2026-03-11 00:41:40.000,2026-03-11 00:45:16.000,216,FORCE_CLOSE,0,"1.0.0"
ses_586559aa797449f9,acc_0026ad859d354b08,usr_183d4502485b45e9,2026-03-11 04:03:16.000,2026-03-11 04:26:26.000,1390,FORCE_CLOSE,0,"1.0.0"
ses_32a7ad4356ee456c,acc_0026ad859d354b08,usr_183d4502485b45e9,2026-03-11 07:08:26.000,2026-03-11 07:37:23.000,1737,FORCE_CLOSE,0,"1.0.0"
ses_ad897fcb54c04313,acc_0026ad859d354b08,usr_183d4502485b45e9,2026-03-11 11:14:23.000,2026-03-11 11:35:02.000,1239,FORCE_CLOSE,0,"1.0.0"
ses_57531a757d994b59,acc_002c493a3bd04a13,usr_cf1bf8532e764ceb,2026-03-14 21:21:09.000,2026-03-14 21:48:35.000,1646,FORCE_CLOSE,0,"1.0.0"
ses_c5e5a72e58df4e41,acc_002c493a3bd04a13,usr_cf1bf8532e764ceb,2026-03-14 23:45:35.000,2026-03-14 23:59:59.000,864,DAY_CHANGE,0,"1.0.0"
ses_391b6a8c1338468b,acc_002c493a3bd04a13,usr_cf1bf8532e764ceb,2026-03-15 00:00:00.000,2026-03-15 00:06:27.000,387,FORCE_CLOSE,0,"1.0.0"
ses_77d04480a1bd40af,acc_002c493a3bd04a13,usr_cf1bf8532e764ceb,2026-03-15 01:12:27.000,2026-03-15 01:36:16.000,1429,FORCE_CLOSE,0,"1.0.0"
ses_98b079a3d2f1409a,acc_002c493a3bd04a13,usr_cf1bf8532e764ceb,2026-03-15 02:01:16.000,2026-03-15 02:16:47.000,931,FORCE_CLOSE,1,"1.0.0"
ses_06658f70b84c4fd6,acc_002c493a3bd04a13,usr_34028563761c4097,2026-03-15 04:28:47.000,2026-03-15 04:46:25.000,1058,TIMEOUT,0,"1.0.0"
ses_ae13e77e11b44b74,acc_002c493a3bd04a13,usr_cf1bf8532e764ceb,2026-03-15 07:21:25.000,2026-03-15 07:53:16.000,1911,FORCE_CLOSE,0,"1.0.0"
ses_6f002ef3f939478f,acc_002e3125939c41a9,usr_5d2c63528e734a68,2026-03-03 23:15:25.000,2026-03-03 23:38:58.000,1413,FORCE_CLOSE,0,"1.0.0"
ses_96567f59161343f4,acc_002e3125939c41a9,usr_5d2c63528e734a68,2026-03-04 01:10:58.000,2026-03-04 01:26:51.000,953,FORCE_CLOSE,0,"1.0.0"
ses_72b2c8c9e88b4fe5,acc_002e3125939c41a9,usr_5d2c63528e734a68,2026-03-04 04:03:51.000,2026-03-04 04:24:59.000,1268,TIMEOUT,0,"1.0.0"
ses_d278180adefc4612,acc_002e3125939c41a9,usr_5d2c63528e734a68,2026-03-04 05:39:59.000,2026-03-04 06:04:22.000,1463,TIMEOUT,0,"1.0.0"
ses_583db574ae4b4e4d,acc_002e3125939c41a9,usr_5d2c63528e734a68,2026-03-04 15:15:25.000,2026-03-04 15:45:52.000,1827,FORCE_CLOSE,1,"1.0.0"
ses_9ffa6989dc254893,acc_002e3125939c41a9,usr_5d2c63528e734a68,2026-03-04 18:41:52.000,2026-03-04 19:11:53.000,1801,FORCE_CLOSE,0,"1.0.0"
ses_f6559c260b7c4ea6,acc_002e3125939c41a9,usr_5d2c63528e734a68,2026-03-04 22:07:53.000,2026-03-04 22:26:40.000,1127,FORCE_CLOSE,0,"1.0.0"
ses_02a9e78a4b05496f,acc_002e3125939c41a9,usr_5d2c63528e734a68,2026-03-05 00:55:40.000,2026-03-05 01:24:15.000,1715,FORCE_CLOSE,0,"1.0.0"
ses_d9a8bccff969476b,acc_002e3125939c41a9,usr_0dee5970f53d41f8,2026-03-05 03:11:15.000,2026-03-05 03:34:07.000,1372,TIMEOUT,0,"1.0.0"
ses_b1e8147fc37942ec,acc_002e3125939c41a9,usr_5d2c63528e734a68,2026-03-06 09:28:10.000,2026-03-06 09:52:55.000,1485,FORCE_CLOSE,0,"1.0.0"
ses_c8000ae0b2dc403b,acc_002e3125939c41a9,usr_5d2c63528e734a68,2026-03-06 12:47:55.000,2026-03-06 13:10:54.000,1379,FORCE_CLOSE,1,"1.0.0"
ses_16f3f09c75f9486f,acc_002e3125939c41a9,usr_5d2c63528e734a68,2026-03-06 15:30:54.000,2026-03-06 16:01:45.000,1851,FORCE_CLOSE,0,"1.0.0"
ses_d0c3aaacf235451c,acc_002e3125939c41a9,usr_ce50379b384e4a20,2026-03-12 11:22:11.000,2026-03-12 11:37:25.000,914,FORCE_CLOSE,0,"1.0.0"
ses_555bd7eafbe34904,acc_002e3125939c41a9,usr_5d2c63528e734a68,2026-03-12 15:55:25.000,2026-03-12 16:21:12.000,1547,FORCE_CLOSE,0,"1.0.0"
ses_580c9cc8b9134a70,acc_002e3125939c41a9,usr_5d2c63528e734a68,2026-03-12 18:51:12.000,2026-03-12 19:21:07.000,1795,FORCE_CLOSE,0,"1.0.0"
ses_c3e972bc78bb4cc5,acc_002e3125939c41a9,usr_5d2c63528e734a68,2026-03-13 19:46:22.000,2026-03-13 20:15:44.000,1762,FORCE_CLOSE,0,"1.0.0"
ses_141be104ad844fee,acc_002e3125939c41a9,usr_5d2c63528e734a68,2026-03-13 21:58:44.000,2026-03-13 22:24:26.000,1542,FORCE_CLOSE,0,"1.0.0"
ses_4908b01d22d64c35,acc_002e3125939c41a9,usr_5d2c63528e734a68,2026-03-14 00:35:26.000,2026-03-14 00:54:28.000,1142,FORCE_CLOSE,1,"1.0.0"
ses_266e10bee0c544ff,acc_002f0f7532154126,usr_576ee6ed6cae424d,2026-03-01 08:39:56.000,2026-03-01 09:02:18.000,1342,FORCE_CLOSE,0,"1.0.0"
ses_aa68c14437be4e16,acc_002f0f7532154126,usr_56e148af150e4f44,2026-03-01 11:45:18.000,2026-03-01 12:12:39.000,1641,FORCE_CLOSE,0,"1.0.0"
ses_d3b4ce14c2f042fb,acc_002f0f7532154126,usr_56e148af150e4f44,2026-03-01 15:07:39.000,2026-03-01 15:25:13.000,1054,FORCE_CLOSE,0,"1.0.0"
ses_1662b31c2e30425d,acc_002f0f7532154126,usr_56e148af150e4f44,2026-03-01 19:43:13.000,2026-03-01 20:12:50.000,1777,FORCE_CLOSE,0,"1.0.0"
ses_0ca465ac450c4f83,acc_002f0f7532154126,usr_56e148af150e4f44,2026-03-02 00:58:50.000,2026-03-02 01:10:47.000,717,FORCE_CLOSE,0,"1.0.0"
ses_4e591fbbe2624508,acc_002f0f7532154126,usr_56e148af150e4f44,2026-03-02 20:57:09.000,2026-03-02 21:18:13.000,1264,TIMEOUT,0,"1.0.0"
ses_1c8bfebacbde454c,acc_002f0f7532154126,usr_56e148af150e4f44,2026-03-02 22:47:13.000,2026-03-02 23:12:43.000,1530,FORCE_CLOSE,0,"1.0.0"
ses_350c32813bd84627,acc_002f0f7532154126,usr_56e148af150e4f44,2026-03-03 02:02:43.000,2026-03-03 02:34:36.000,1913,FORCE_CLOSE,0,"1.0.0"
ses_bb6b16df7a6947da,acc_002f0f7532154126,usr_56e148af150e4f44,2026-03-03 04:49:36.000,2026-03-03 05:21:13.000,1897,FORCE_CLOSE,0,"1.0.0"
ses_166ee11b40b34c03,acc_002f0f7532154126,usr_56e148af150e4f44,2026-03-03 08:33:13.000,2026-03-03 08:59:36.000,1583,TIMEOUT,0,"1.0.0"
ses_4dde587dcb11442a,acc_002f0f7532154126,usr_56e148af150e4f44,2026-03-04 09:11:40.000,2026-03-04 09:43:22.000,1902,TIMEOUT,0,"1.0.0"
ses_2124853c69fc4afa,acc_002f0f7532154126,usr_56e148af150e4f44,2026-03-04 11:46:22.000,2026-03-04 12:14:02.000,1660,TIMEOUT,0,"1.0.0"
ses_ca05894d15f0450c,acc_002f0f7532154126,usr_56e148af150e4f44,2026-03-04 14:48:02.000,2026-03-04 15:10:46.000,1364,FORCE_CLOSE,0,"1.0.0"
ses_db39584721504fbb,acc_002f0f7532154126,usr_56e148af150e4f44,2026-03-04 20:12:46.000,2026-03-04 20:38:21.000,1535,FORCE_CLOSE,0,"1.0.0"
ses_d8026ca3d15643e1,acc_002f0f7532154126,usr_56e148af150e4f44,2026-03-04 22:43:21.000,2026-03-04 23:10:17.000,1616,TIMEOUT,0,"1.0.0"
ses_447a69305a0a42e2,acc_002f0f7532154126,usr_56e148af150e4f44,2026-03-06 14:26:26.000,2026-03-06 14:45:38.000,1152,FORCE_CLOSE,2,"1.0.0"
ses_d0ea580933864bc8,acc_002f0f7532154126,usr_00bbb40dd60e482b,2026-03-06 17:30:38.000,2026-03-06 18:00:29.000,1791,FORCE_CLOSE,0,"1.0.0"
ses_109e027e79704b33,acc_0031334aaf37475f,usr_ace2cb765e604f84,2026-03-14 21:03:26.000,2026-03-14 21:23:13.000,1187,FORCE_CLOSE,0,"1.0.0"
ses_761de09146694f60,acc_0031334aaf37475f,usr_8a8af99c5315484d,2026-03-14 21:58:13.000,2026-03-14 22:34:59.000,2206,FORCE_CLOSE,0,"1.0.0"
ses_acec1c903a59409a,acc_0031334aaf37475f,usr_ace2cb765e604f84,2026-03-14 22:59:59.000,2026-03-14 23:33:50.000,2031,FORCE_CLOSE,0,"1.0.0"
ses_135d8fbce1ba4504,acc_0033b6ce314b449d,usr_c35531bd7bb84d19,2026-03-13 15:52:06.000,2026-03-13 16:18:00.000,1554,FORCE_CLOSE,0,"1.0.0"
ses_112914be950f464c,acc_0033b6ce314b449d,usr_c35531bd7bb84d19,2026-03-13 19:52:00.000,2026-03-13 20:06:29.000,869,FORCE_CLOSE,1,"1.0.0"
ses_dc7447e943c94029,acc_0033b6ce314b449d,usr_c35531bd7bb84d19,2026-03-13 22:30:29.000,2026-03-13 22:37:57.000,448,FORCE_CLOSE,0,"1.0.0"
ses_2e5dbf08e86548f3,acc_0033b6ce314b449d,usr_c35531bd7bb84d19,2026-03-14 01:16:57.000,2026-03-14 01:37:58.000,1261,FORCE_CLOSE,0,"1.0.0"
ses_484c404ae1e048e2,acc_0033b6ce314b449d,usr_c35531bd7bb84d19,2026-03-14 04:03:58.000,2026-03-14 04:23:17.000,1159,FORCE_CLOSE,0,"1.0.0"
ses_55d24bfe79564710,acc_0033b6ce314b449d,usr_c35531bd7bb84d19,2026-03-14 05:31:17.000,2026-03-14 06:03:43.000,1946,TIMEOUT,0,"1.0.0"
ses_120f602f5a92483d,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-02 18:59:38.000,2026-03-02 19:14:38.000,900,TIMEOUT,0,"1.0.0"
ses_dda2c661291942f2,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-02 21:43:38.000,2026-03-02 22:15:00.000,1882,FORCE_CLOSE,0,"1.0.0"
ses_31aa3c0a4ad1410d,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-03 03:44:00.000,2026-03-03 04:07:16.000,1396,FORCE_CLOSE,0,"1.0.0"
ses_c62c1d0ed2bb4215,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-03 07:16:16.000,2026-03-03 07:29:13.000,777,FORCE_CLOSE,1,"1.0.0"
ses_9c00bd5749b7449f,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-03 09:45:54.000,2026-03-03 10:13:22.000,1648,FORCE_CLOSE,0,"1.0.0"
ses_72be0d87c14a489d,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-03 10:59:13.000,2026-03-03 11:20:17.000,1264,FORCE_CLOSE,0,"1.0.0"
ses_39b4fb7294b14584,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-03 13:14:22.000,2026-03-03 13:49:36.000,2114,FORCE_CLOSE,0,"1.0.0"
ses_3b91df719a5d41ff,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-03 13:59:17.000,2026-03-03 14:15:03.000,946,TIMEOUT,0,"1.0.0"
ses_35059469c56f4cc5,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-03 17:26:36.000,2026-03-03 17:41:43.000,907,TIMEOUT,0,"1.0.0"
ses_0a010920688546f6,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-04 10:21:24.000,2026-03-04 10:43:01.000,1297,TIMEOUT,0,"1.0.0"
ses_c11f2b67d9e74173,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-04 11:09:01.000,2026-03-04 11:19:50.000,649,FORCE_CLOSE,1,"1.0.0"
ses_d81947ec8adf49cb,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-04 13:47:50.000,2026-03-04 14:09:12.000,1282,FORCE_CLOSE,0,"1.0.0"
ses_b243f1eb68d5450b,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-04 17:17:12.000,2026-03-04 17:30:46.000,814,FORCE_CLOSE,0,"1.0.0"
ses_b804628acbb44b64,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-04 19:30:46.000,2026-03-04 19:57:10.000,1584,FORCE_CLOSE,0,"1.0.0"
ses_5a1722651870435a,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-05 21:06:59.000,2026-03-05 21:39:11.000,1932,FORCE_CLOSE,0,"1.0.0"
ses_ab236c0c63864060,acc_003892fc30d845c6,usr_b690b33b3c334b46,2026-03-05 23:41:11.000,2026-03-05 23:59:59.000,1128,DAY_CHANGE,0,"1.0.0"
ses_33b5d22e38a94420,acc_003892fc30d845c6,usr_b690b33b3c334b46,2026-03-06 00:00:00.000,2026-03-06 00:01:36.000,96,FORCE_CLOSE,0,"1.0.0"
ses_cc5d40af0ea747ee,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-06 04:53:36.000,2026-03-06 05:16:36.000,1380,TIMEOUT,0,"1.0.0"
ses_0b44ea7a01b149de,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-06 05:41:36.000,2026-03-06 06:01:25.000,1189,FORCE_CLOSE,0,"1.0.0"
ses_8b9d416e6b1b4bed,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-07 09:58:42.000,2026-03-07 10:25:46.000,1624,FORCE_CLOSE,0,"1.0.0"
ses_e22d79713c39471d,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-07 14:05:46.000,2026-03-07 14:17:51.000,725,FORCE_CLOSE,0,"1.0.0"
ses_1c5cbd0adf934aa3,acc_003892fc30d845c6,usr_54d154c6e3b24216,2026-03-12 17:31:31.000,2026-03-12 17:58:20.000,1609,FORCE_CLOSE,0,"1.0.0"
ses_86990e49aa3b4e34,acc_003b49a7a5104ea0,usr_f17400d1bf274ec0,2026-03-14 10:03:00.000,2026-03-14 10:18:49.000,949,TIMEOUT,0,"1.0.0"
ses_023d22aaf6f5411d,acc_003b49a7a5104ea0,usr_4de72fc2928e4738,2026-03-14 13:19:49.000,2026-03-14 13:33:20.000,811,FORCE_CLOSE,0,"1.0.0"
