"impression_id","account_id","impression_ts","ad_type","ad_placement","is_completed","estimated_revenue_usd"
ad_a1d4f2aaed654ed7,acc_006bdb41c8014495,2026-03-08 16:47:30.000,SPEED_BUFF,idle_boost_popup,true,0.015172
ad_7e5cedee883741ea,acc_006bdb41c8014495,2026-03-09 08:49:47.000,LUCKY_SPIN,daily_spin_popup,true,0.021675
ad_4b6f417965584821,acc_006bdb41c8014495,2026-03-09 08:51:50.000,FREE_CHEST,daily_free_chest_popup,true,0.019105
ad_e729968a72154a46,acc_006bdb41c8014495,2026-03-09 08:55:32.000,SPEED_BUFF,idle_boost_popup,true,0.016528
ad_bf651958d7ad466d,acc_006bdb41c8014495,2026-03-09 19:42:15.000,REVIVE,battle_fail_revive_popup,true,0.022556
ad_0ac8ef1ad0f34a7a,acc_006bdb41c8014495,2026-03-10 13:12:42.000,LUCKY_SPIN,daily_spin_popup,true,0.021978
ad_044dcfceca9b4efd,acc_006bdb41c8014495,2026-03-10 13:17:18.000,FREE_CHEST,daily_free_chest_popup,true,0.020512
ad_964de1798f664a02,acc_006bdb41c8014495,2026-03-10 13:17:43.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.019747
ad_a99ad72f929f49f6,acc_006bdb41c8014495,2026-03-10 14:49:52.000,REVIVE,battle_fail_revive_popup,true,0.024063
ad_51acb53080ca4d9f,acc_006bdb41c8014495,2026-03-10 18:27:09.000,REVIVE,battle_fail_revive_popup,true,0.025341
ad_eada1345b26a4bde,acc_006e8a99bb6040e7,2026-03-02 22:11:21.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.020189
ad_4234e4751c5d4596,acc_006e8a99bb6040e7,2026-03-02 22:11:56.000,FREE_CHEST,daily_free_chest_popup,true,0.017867
ad_a58b18d2bb0b4e64,acc_006e8a99bb6040e7,2026-03-02 22:16:00.000,LUCKY_SPIN,daily_spin_popup,true,0.020267
ad_0e7bf069e4594df2,acc_006e8a99bb6040e7,2026-03-02 22:19:58.000,SPEED_BUFF,idle_boost_popup,true,0.014374
ad_7aa0cf4c884c49bb,acc_006e8a99bb6040e7,2026-03-03 01:59:38.000,REVIVE,battle_fail_revive_popup,true,0.030722
ad_4d3c49d78ae846bb,acc_006e8a99bb6040e7,2026-03-03 02:01:30.000,REVIVE,battle_fail_revive_popup,true,0.030171
ad_5720b73301ee4d55,acc_006e8a99bb6040e7,2026-03-03 06:55:15.000,REVIVE,battle_fail_revive_popup,true,0.027179
ad_3c458fca7d7e4f30,acc_006e8a99bb6040e7,2026-03-03 16:44:29.000,FREE_CHEST,daily_free_chest_popup,true,0.020546
ad_d33e8bc133bf439b,acc_006e8a99bb6040e7,2026-03-03 16:44:40.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.023014
ad_234687497dd54130,acc_006e8a99bb6040e7,2026-03-03 16:45:46.000,LUCKY_SPIN,daily_spin_popup,true,0.018604
ad_14347c4af97247ff,acc_006e8a99bb6040e7,2026-03-03 16:48:30.000,SPEED_BUFF,idle_boost_popup,true,0.014671
ad_af270ad1e75d4952,acc_006e8a99bb6040e7,2026-03-05 17:20:49.000,FREE_CHEST,daily_free_chest_popup,true,0.016292
ad_a03604678e2e4104,acc_006e8a99bb6040e7,2026-03-05 17:21:02.000,SPEED_BUFF,idle_boost_popup,true,0.017104
ad_c9f0a0f577b049c0,acc_006e8a99bb6040e7,2026-03-12 15:35:37.000,FREE_CHEST,daily_free_chest_popup,true,0.015759
ad_ba4e2975cb254d9c,acc_006e8a99bb6040e7,2026-03-12 15:35:46.000,LUCKY_SPIN,daily_spin_popup,true,0.022489
ad_a3c89cd7711346f1,acc_006e8a99bb6040e7,2026-03-12 15:41:22.000,SPEED_BUFF,idle_boost_popup,true,0.018112
ad_749ef8e429644394,acc_006e8a99bb6040e7,2026-03-12 15:41:38.000,REVIVE,battle_fail_revive_popup,true,0.023452
ad_187cc7562b684aef,acc_0073574bf2f94379,2026-03-06 08:30:04.000,FREE_CHEST,daily_free_chest_popup,true,0.010473
ad_7f8f09f50f5b47f9,acc_0073574bf2f94379,2026-03-06 08:37:50.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.013535
ad_948d7111f3c942ba,acc_0073574bf2f94379,2026-03-06 08:42:43.000,LUCKY_SPIN,daily_spin_popup,true,0.012615
ad_87128f18a1a24712,acc_0073574bf2f94379,2026-03-07 17:45:02.000,LUCKY_SPIN,daily_spin_popup,true,0.01314
ad_a8c2e8e17f544d3f,acc_0073574bf2f94379,2026-03-07 17:46:28.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.013442
ad_3c5b00a91feb4242,acc_0073574bf2f94379,2026-03-07 17:47:41.000,SPEED_BUFF,idle_boost_popup,true,0.008004
ad_933ff8de99d44f2a,acc_0073574bf2f94379,2026-03-07 17:50:23.000,FREE_CHEST,daily_free_chest_popup,true,0.009282
ad_85de3eddd117475d,acc_0073574bf2f94379,2026-03-08 20:02:32.000,LUCKY_SPIN,daily_spin_popup,true,0.010461
ad_afd19c2a2cbc4b08,acc_0073574bf2f94379,2026-03-08 20:11:48.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.010934
ad_8170807a78ce4c6e,acc_0073574bf2f94379,2026-03-08 20:15:48.000,FREE_CHEST,daily_free_chest_popup,true,0.01186
ad_1d4108d322b64c06,acc_0073574bf2f94379,2026-03-09 06:38:01.000,REVIVE,battle_fail_revive_popup,true,0.013777
ad_6778e47ef7254757,acc_0073574bf2f94379,2026-03-09 21:28:23.000,FREE_CHEST,daily_free_chest_popup,true,0.012303
ad_133dacac7be64a65,acc_0073574bf2f94379,2026-03-09 21:30:21.000,SPEED_BUFF,idle_boost_popup,true,0.008468
ad_f11899de14db473c,acc_0073574bf2f94379,2026-03-09 21:30:34.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.012055
ad_e565142ea0844cd8,acc_0073574bf2f94379,2026-03-10 00:25:28.000,REVIVE,battle_fail_revive_popup,true,0.015219
ad_3c8a543cb457414b,acc_0073574bf2f94379,2026-03-10 02:47:03.000,REVIVE,battle_fail_revive_popup,true,0.014548
ad_c13450f1626944fd,acc_0073574bf2f94379,2026-03-10 19:11:56.000,REVIVE,battle_fail_revive_popup,true,0.014691
ad_dd85d442388549cb,acc_0073574bf2f94379,2026-03-10 19:16:58.000,FREE_CHEST,daily_free_chest_popup,true,0.010134
ad_10f7ed8f194d44ed,acc_0073574bf2f94379,2026-03-10 19:25:00.000,SPEED_BUFF,idle_boost_popup,true,0.009656
ad_627b723248ff4e64,acc_0073574bf2f94379,2026-03-11 00:22:16.000,REVIVE,battle_fail_revive_popup,true,0.014075
ad_8c6068247bb040d7,acc_0073574bf2f94379,2026-03-14 13:27:18.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.014318
ad_f21b478f2c0b4a11,acc_0073574bf2f94379,2026-03-14 13:33:57.000,SPEED_BUFF,idle_boost_popup,true,0.008614
ad_6a0e0bc53027460b,acc_0073574bf2f94379,2026-03-14 13:36:33.000,LUCKY_SPIN,daily_spin_popup,true,0.009412
ad_153fc2db73f54ec1,acc_0073574bf2f94379,2026-03-14 13:37:30.000,FREE_CHEST,daily_free_chest_popup,true,0.010348
ad_b63589bc29ec4d06,acc_0073574bf2f94379,2026-03-14 17:58:27.000,REVIVE,battle_fail_revive_popup,true,0.016168
ad_aa806849f82848b7,acc_0074170f336c4262,2026-03-10 18:08:24.000,FREE_CHEST,daily_free_chest_popup,true,0.009333
ad_cc0025f60baf4100,acc_0074170f336c4262,2026-03-11 14:09:50.000,LUCKY_SPIN,daily_spin_popup,true,0.010848
ad_fe6b4db4bed54b3d,acc_0074170f336c4262,2026-03-11 14:16:57.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.010145
ad_75efe238798d42ee,acc_0074170f336c4262,2026-03-13 09:37:25.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.012691
ad_f45f898e13ac433f,acc_0074170f336c4262,2026-03-13 09:37:30.000,FREE_CHEST,daily_free_chest_popup,true,0.010003
ad_6bd69dd256bb4d8b,acc_0074170f336c4262,2026-03-13 09:46:42.000,SPEED_BUFF,idle_boost_popup,true,0.007879
ad_2b02539dde274b5c,acc_00776c5b898948a3,2026-03-03 23:07:55.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.019728
ad_7369719cac7241e1,acc_00776c5b898948a3,2026-03-03 23:15:45.000,LUCKY_SPIN,daily_spin_popup,true,0.02052
ad_fee5b738c66941c6,acc_00776c5b898948a3,2026-03-03 23:17:37.000,SPEED_BUFF,idle_boost_popup,true,0.015221
ad_2a525f3d936948a3,acc_00776c5b898948a3,2026-03-03 23:18:36.000,FREE_CHEST,daily_free_chest_popup,true,0.01345
ad_67e6f73f8f804fd9,acc_00776c5b898948a3,2026-03-04 13:03:29.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.020363
ad_5bc2ead4f64b4f5f,acc_00776c5b898948a3,2026-03-04 13:08:11.000,FREE_CHEST,daily_free_chest_popup,true,0.019079
ad_e9848c0c472c4539,acc_00776c5b898948a3,2026-03-04 13:09:19.000,SPEED_BUFF,idle_boost_popup,true,0.013518
ad_74aaf424c2a44760,acc_00776c5b898948a3,2026-03-04 13:12:02.000,LUCKY_SPIN,daily_spin_popup,true,0.01692
ad_1e1c63ccabd242c1,acc_00776c5b898948a3,2026-03-04 17:47:58.000,REVIVE,battle_fail_revive_popup,true,0.021835
ad_d45c69d25af24a5d,acc_00776c5b898948a3,2026-03-05 12:18:53.000,SPEED_BUFF,idle_boost_popup,true,0.012634
ad_a994f4cfbae14eb0,acc_00776c5b898948a3,2026-03-05 12:26:11.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.0173
ad_66f2f80500684345,acc_00776c5b898948a3,2026-03-05 12:28:30.000,FREE_CHEST,daily_free_chest_popup,true,0.015093
ad_a0bb313f6a19475e,acc_00776c5b898948a3,2026-03-05 14:58:21.000,REVIVE,battle_fail_revive_popup,true,0.020864
ad_e5cc5b1d811e4fea,acc_00776c5b898948a3,2026-03-06 04:14:53.000,REVIVE,battle_fail_revive_popup,true,0.027356
ad_76e5a25935d34012,acc_00776c5b898948a3,2026-03-06 11:24:41.000,FREE_CHEST,daily_free_chest_popup,true,0.014645
ad_8dec1759374243f1,acc_00776c5b898948a3,2026-03-06 11:27:02.000,LUCKY_SPIN,daily_spin_popup,true,0.020595
ad_2f6af79afedf4ba2,acc_00776c5b898948a3,2026-03-06 11:27:31.000,SPEED_BUFF,idle_boost_popup,true,0.01661
ad_d17a5a89d8f94402,acc_00776c5b898948a3,2026-03-06 16:03:23.000,REVIVE,battle_fail_revive_popup,true,0.025868
ad_d6366d8dd42c4bdc,acc_00776c5b898948a3,2026-03-11 16:55:19.000,FREE_CHEST,daily_free_chest_popup,true,0.015453
ad_252cf1bebb114dc0,acc_00776c5b898948a3,2026-03-11 16:58:11.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.017501
ad_b7d2527ca41b40fa,acc_00776c5b898948a3,2026-03-11 16:59:02.000,LUCKY_SPIN,daily_spin_popup,true,0.018716
ad_8dd363dd34364634,acc_00776c5b898948a3,2026-03-11 17:10:01.000,REVIVE,battle_fail_revive_popup,true,0.020306
ad_56c820de9a1f40fd,acc_00776c5b898948a3,2026-03-11 17:27:38.000,REVIVE,battle_fail_revive_popup,true,0.02612
ad_2c667c1d23b64326,acc_007b2858a26d465e,2026-03-14 08:39:46.000,SPEED_BUFF,idle_boost_popup,true,0.011273
ad_53294db0df3c4795,acc_007b2858a26d465e,2026-03-14 08:48:32.000,FREE_CHEST,daily_free_chest_popup,true,0.011295
ad_afce2aa3de164a28,acc_007b2858a26d465e,2026-03-14 08:52:16.000,LUCKY_SPIN,daily_spin_popup,true,0.011474
ad_74b18c8c8afb4437,acc_007b2858a26d465e,2026-03-14 12:06:04.000,REVIVE,battle_fail_revive_popup,true,0.014341
ad_3d972cca0fa04027,acc_007b2858a26d465e,2026-03-14 16:53:03.000,REVIVE,battle_fail_revive_popup,true,0.014583
ad_31e88d507e5f4d8b,acc_007be1351e1c4889,2026-03-09 16:37:03.000,SPEED_BUFF,idle_boost_popup,true,0.007169
ad_0155fbbcf1fc4f84,acc_007be1351e1c4889,2026-03-09 16:45:08.000,FREE_CHEST,daily_free_chest_popup,true,0.009255
ad_ee221dd0623542a8,acc_007be1351e1c4889,2026-03-09 16:47:01.000,LUCKY_SPIN,daily_spin_popup,true,0.009894
ad_32714d9950b64b92,acc_007be1351e1c4889,2026-03-09 16:48:20.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.010609
ad_45a8f088b4624c6d,acc_007be1351e1c4889,2026-03-09 18:26:37.000,REVIVE,battle_fail_revive_popup,true,0.015086
ad_23f33e0c5e414cd7,acc_007be1351e1c4889,2026-03-09 18:29:44.000,REVIVE,battle_fail_revive_popup,true,0.016427
ad_63925d98054942f7,acc_007be1351e1c4889,2026-03-10 10:09:07.000,SPEED_BUFF,idle_boost_popup,true,0.009658
ad_837c7f6c9c3e4542,acc_007be1351e1c4889,2026-03-10 10:09:24.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.010977
ad_ce7030e2a2af481e,acc_007be1351e1c4889,2026-03-10 10:11:24.000,FREE_CHEST,daily_free_chest_popup,true,0.010029
ad_311852c14c464a64,acc_007be1351e1c4889,2026-03-11 19:08:44.000,SPEED_BUFF,idle_boost_popup,true,0.009539
ad_787932b700954ca8,acc_007be1351e1c4889,2026-03-11 19:14:38.000,LUCKY_SPIN,daily_spin_popup,true,0.010834
ad_bf6bb6e305ca4747,acc_007be1351e1c4889,2026-03-11 19:17:54.000,FREE_CHEST,daily_free_chest_popup,true,0.010052
ad_56cdcf830c444cb3,acc_007be1351e1c4889,2026-03-12 08:59:23.000,REVIVE,battle_fail_revive_popup,true,0.01571
ad_b690c9e12ac04108,acc_007be1351e1c4889,2026-03-12 09:02:04.000,REVIVE,battle_fail_revive_popup,true,0.013816
ad_49fc78b097954b67,acc_007be1351e1c4889,2026-03-12 09:12:16.000,REVIVE,battle_fail_revive_popup,true,0.014797
ad_bdac90d2278a41bc,acc_007be1351e1c4889,2026-03-12 16:46:20.000,SPEED_BUFF,idle_boost_popup,true,0.007874
ad_bdc766c27b144fda,acc_007be1351e1c4889,2026-03-12 16:48:51.000,LUCKY_SPIN,daily_spin_popup,true,0.01005
ad_cb108c6b717b481d,acc_007be1351e1c4889,2026-03-12 16:50:15.000,REVIVE,battle_fail_revive_popup,true,0.014962
ad_4f8fa82d17024d97,acc_007be1351e1c4889,2026-03-12 16:51:43.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.009433
ad_8e843e75913b4c89,acc_007be1351e1c4889,2026-03-12 16:53:36.000,FREE_CHEST,daily_free_chest_popup,true,0.010342
ad_938ac0a3b9d94b23,acc_007be1351e1c4889,2026-03-13 01:24:43.000,REVIVE,battle_fail_revive_popup,true,0.013113
ad_3672690e18ad4b94,acc_007be1351e1c4889,2026-03-13 01:30:34.000,REVIVE,battle_fail_revive_popup,true,0.013345
ad_de6a06ca4f9f4f19,acc_007be1351e1c4889,2026-03-13 15:58:07.000,FREE_CHEST,daily_free_chest_popup,true,0.009024
ad_4228c5e031d54f78,acc_007be1351e1c4889,2026-03-13 15:59:04.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.011686
ad_032c0ddf42ca45c8,acc_007be1351e1c4889,2026-03-13 16:01:38.000,LUCKY_SPIN,daily_spin_popup,true,0.009605
ad_4eaf6fde16bf4bfa,acc_007be1351e1c4889,2026-03-13 16:03:57.000,REVIVE,battle_fail_revive_popup,true,0.013774
ad_c6ac5647eda2488f,acc_007be1351e1c4889,2026-03-13 16:04:52.000,SPEED_BUFF,idle_boost_popup,true,0.007237
ad_01b2662936164316,acc_007be1351e1c4889,2026-03-13 18:26:55.000,REVIVE,battle_fail_revive_popup,true,0.014889
ad_427fbc596b7a4ec8,acc_007be1351e1c4889,2026-03-13 18:32:11.000,REVIVE,battle_fail_revive_popup,true,0.016306
ad_6b51219fe73f42f6,acc_007be1351e1c4889,2026-03-13 20:49:12.000,REVIVE,battle_fail_revive_popup,true,0.015289
ad_292a4127cb5e4fbd,acc_007be1351e1c4889,2026-03-13 21:02:56.000,REVIVE,battle_fail_revive_popup,true,0.016008
ad_a99385259e8c48b0,acc_007be1351e1c4889,2026-03-14 00:12:25.000,REVIVE,battle_fail_revive_popup,true,0.014898
ad_6b1dde1731574e6e,acc_007be1351e1c4889,2026-03-14 22:50:50.000,SPEED_BUFF,idle_boost_popup,true,0.009709
ad_8c216f1bcdc9481b,acc_007be1351e1c4889,2026-03-14 22:52:14.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.012257
ad_687c024cb81e4071,acc_007be1351e1c4889,2026-03-14 22:54:03.000,REVIVE,battle_fail_revive_popup,true,0.014093
ad_f5ce93b65d0941dd,acc_007be1351e1c4889,2026-03-14 22:55:18.000,FREE_CHEST,daily_free_chest_popup,true,0.01018
ad_ff45644f90de41fd,acc_007be1351e1c4889,2026-03-15 00:59:42.000,REVIVE,battle_fail_revive_popup,true,0.011524
ad_9f845703b6044e7d,acc_007be1351e1c4889,2026-03-15 01:02:13.000,REVIVE,battle_fail_revive_popup,true,0.015907
ad_56c1efb7edb346c9,acc_007be1351e1c4889,2026-03-15 01:06:37.000,REVIVE,battle_fail_revive_popup,true,0.014073
ad_c2b386e265ed497e,acc_007be1351e1c4889,2026-03-15 01:15:51.000,REVIVE,battle_fail_revive_popup,true,0.012185
ad_89f4d3b3f62041c1,acc_007c25f805a5412a,2026-03-05 18:32:28.000,FREE_CHEST,daily_free_chest_popup,true,0.016382
ad_3a027cd3912145b6,acc_007c25f805a5412a,2026-03-05 18:38:09.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.019065
ad_f2b34731ceea4137,acc_007c25f805a5412a,2026-03-05 18:38:52.000,LUCKY_SPIN,daily_spin_popup,true,0.022271
ad_a13082623fe1439f,acc_007c25f805a5412a,2026-03-05 18:45:33.000,SPEED_BUFF,idle_boost_popup,true,0.017187
ad_6472a51827484225,acc_007c25f805a5412a,2026-03-06 12:29:37.000,FREE_CHEST,daily_free_chest_popup,true,0.016136
ad_bc288e76d7b84930,acc_007c25f805a5412a,2026-03-06 12:29:54.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.024445
ad_2a974adee65641fa,acc_007c25f805a5412a,2026-03-06 12:32:25.000,LUCKY_SPIN,daily_spin_popup,true,0.021901
ad_70e7be9e7d6b40a4,acc_007c25f805a5412a,2026-03-09 10:30:50.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.018356
ad_66cbde32734749a4,acc_007c25f805a5412a,2026-03-09 10:36:55.000,LUCKY_SPIN,daily_spin_popup,true,0.017362
ad_770c8917da884fe2,acc_007c25f805a5412a,2026-03-09 10:40:20.000,FREE_CHEST,daily_free_chest_popup,true,0.014987
ad_f9e51790040b4615,acc_007c25f805a5412a,2026-03-11 14:56:05.000,LUCKY_SPIN,daily_spin_popup,true,0.021327
ad_728cc42665f343c7,acc_007c25f805a5412a,2026-03-11 15:00:46.000,SPEED_BUFF,idle_boost_popup,true,0.015814
ad_14edeeab855d4ba8,acc_007c25f805a5412a,2026-03-11 15:01:30.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.017797
ad_99140ae8dc9d4564,acc_007c25f805a5412a,2026-03-11 15:08:43.000,FREE_CHEST,daily_free_chest_popup,true,0.018092
ad_02f66cf83033499a,acc_007d8770e25c48f4,2026-03-02 13:27:09.000,LUCKY_SPIN,daily_spin_popup,true,0.011067
ad_916c06c373b84e2e,acc_007d8770e25c48f4,2026-03-02 13:36:17.000,SPEED_BUFF,idle_boost_popup,true,0.007683
ad_5cf009bc1afa44ed,acc_007d8770e25c48f4,2026-03-02 13:38:03.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.011905
ad_52003c94a361479e,acc_007d8770e25c48f4,2026-03-02 13:39:17.000,FREE_CHEST,daily_free_chest_popup,true,0.008416
ad_b87674435b2c4361,acc_007d8770e25c48f4,2026-03-03 13:56:52.000,FREE_CHEST,daily_free_chest_popup,true,0.008635
ad_dfa273a7283c4f15,acc_007d8770e25c48f4,2026-03-03 13:59:57.000,LUCKY_SPIN,daily_spin_popup,true,0.011162
ad_43397bd5dd294680,acc_007d8770e25c48f4,2026-03-03 14:08:56.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.009234
ad_3e52aaa6ffe847f4,acc_007d8770e25c48f4,2026-03-03 14:11:30.000,SPEED_BUFF,idle_boost_popup,true,0.007076
ad_ecfb9a20f7774a9d,acc_007d8770e25c48f4,2026-03-03 20:23:43.000,REVIVE,battle_fail_revive_popup,true,0.013363
ad_e32a960477b4485e,acc_007d8770e25c48f4,2026-03-04 14:57:28.000,LUCKY_SPIN,daily_spin_popup,true,0.008796
ad_d6ff421f7d614a19,acc_007d8770e25c48f4,2026-03-04 21:46:28.000,REVIVE,battle_fail_revive_popup,true,0.016307
ad_a879a8e1a11b4eeb,acc_007d8770e25c48f4,2026-03-05 01:10:53.000,REVIVE,battle_fail_revive_popup,true,0.011576
ad_f0183c12ad5d4fe5,acc_007d8770e25c48f4,2026-03-05 09:37:55.000,REVIVE,battle_fail_revive_popup,true,0.011946
ad_2fba4c02f3cd4f26,acc_007d8770e25c48f4,2026-03-05 09:42:12.000,REVIVE,battle_fail_revive_popup,true,0.01269
ad_65818fe6d7da4db6,acc_007d8770e25c48f4,2026-03-05 22:19:33.000,REVIVE,battle_fail_revive_popup,true,0.011579
ad_97ddad779f174874,acc_007d8770e25c48f4,2026-03-05 22:21:32.000,LUCKY_SPIN,daily_spin_popup,true,0.010245
ad_759ef467468f43a1,acc_007d8770e25c48f4,2026-03-05 22:22:33.000,SPEED_BUFF,idle_boost_popup,true,0.007401
ad_061d2c7f1b9644c5,acc_007d8770e25c48f4,2026-03-05 22:22:42.000,FREE_CHEST,daily_free_chest_popup,true,0.009865
ad_ade0f855d50f48a6,acc_007d8770e25c48f4,2026-03-05 22:29:39.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.011999
ad_6d54d4ada7594ec8,acc_007d8770e25c48f4,2026-03-06 04:39:17.000,REVIVE,battle_fail_revive_popup,true,0.012333
ad_f905e358cca54357,acc_007d8770e25c48f4,2026-03-06 08:52:51.000,REVIVE,battle_fail_revive_popup,true,0.014516
ad_e607766b3d9544b9,acc_007d8770e25c48f4,2026-03-06 08:58:09.000,REVIVE,battle_fail_revive_popup,true,0.011924
ad_b02c2db9415c4baa,acc_007d8770e25c48f4,2026-03-06 20:54:47.000,LUCKY_SPIN,daily_spin_popup,true,0.010638
ad_f23359cef60f429e,acc_007d8770e25c48f4,2026-03-06 21:02:46.000,REVIVE,battle_fail_revive_popup,true,0.01277
ad_a00560028c854f1f,acc_007d8770e25c48f4,2026-03-06 21:10:01.000,REVIVE,battle_fail_revive_popup,true,0.014645
ad_5f032be3753144ea,acc_007d8770e25c48f4,2026-03-06 23:26:02.000,REVIVE,battle_fail_revive_popup,true,0.015337
ad_87afc3175ad24b53,acc_007d8770e25c48f4,2026-03-07 15:11:39.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.012643
ad_5968ac07a94b4751,acc_007d8770e25c48f4,2026-03-07 15:11:58.000,SPEED_BUFF,idle_boost_popup,true,0.009598
ad_b9b6267ca23a4b2c,acc_007d8770e25c48f4,2026-03-07 15:16:52.000,FREE_CHEST,daily_free_chest_popup,true,0.01064
ad_63774f547891415b,acc_007d8770e25c48f4,2026-03-07 19:05:18.000,REVIVE,battle_fail_revive_popup,true,0.01487
ad_fb77b39552d04927,acc_007ffa2a880b4c75,2026-03-04 09:45:33.000,FREE_CHEST,daily_free_chest_popup,true,0.015722
ad_0442440447c8495d,acc_007ffa2a880b4c75,2026-03-04 09:47:05.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.022793
ad_e3a44a42aa0942e4,acc_007ffa2a880b4c75,2026-03-04 09:48:18.000,SPEED_BUFF,idle_boost_popup,true,0.015657
ad_ec88f191494e4d56,acc_007ffa2a880b4c75,2026-03-04 09:54:15.000,LUCKY_SPIN,daily_spin_popup,true,0.018871
ad_924bc056274444dd,acc_007ffa2a880b4c75,2026-03-05 20:41:25.000,FREE_CHEST,daily_free_chest_popup,true,0.016034
ad_928476b62f60466d,acc_007ffa2a880b4c75,2026-03-05 20:46:59.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.024834
ad_978674fb49204226,acc_007ffa2a880b4c75,2026-03-05 20:51:13.000,SPEED_BUFF,idle_boost_popup,true,0.016347
ad_a7dcce6fa4924507,acc_007ffa2a880b4c75,2026-03-05 20:55:49.000,LUCKY_SPIN,daily_spin_popup,true,0.019003
ad_3cb73ef0a68043a9,acc_007ffa2a880b4c75,2026-03-05 23:12:21.000,REVIVE,battle_fail_revive_popup,true,0.030696
ad_d947350f74ea4547,acc_007ffa2a880b4c75,2026-03-06 11:00:29.000,LUCKY_SPIN,daily_spin_popup,true,0.020369
ad_e5dff42c403942e0,acc_007ffa2a880b4c75,2026-03-06 11:03:12.000,FREE_CHEST,daily_free_chest_popup,true,0.020069
ad_6eeb7d7ecbde43ed,acc_007ffa2a880b4c75,2026-03-06 11:07:20.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.02037
ad_fe839e5b7eee423a,acc_007ffa2a880b4c75,2026-03-06 16:54:26.000,REVIVE,battle_fail_revive_popup,true,0.031122
ad_17ed84d121404529,acc_007ffa2a880b4c75,2026-03-06 22:27:38.000,REVIVE,battle_fail_revive_popup,true,0.029269
ad_2cc899ba19d846d9,acc_007ffa2a880b4c75,2026-03-06 22:39:12.000,REVIVE,battle_fail_revive_popup,true,0.02412
ad_7f2c484ce5d3422e,acc_007ffa2a880b4c75,2026-03-07 00:26:07.000,REVIVE,battle_fail_revive_popup,true,0.030049
ad_9803d788ca3c4f3f,acc_007ffa2a880b4c75,2026-03-07 00:33:07.000,REVIVE,battle_fail_revive_popup,true,0.031514
ad_c2f09a9c3b474b2c,acc_007ffa2a880b4c75,2026-03-07 10:51:01.000,FREE_CHEST,daily_free_chest_popup,true,0.017919
ad_8ebcc09b77b742ac,acc_007ffa2a880b4c75,2026-03-07 10:52:27.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.017575
ad_ad50fd1b7d7d4024,acc_007ffa2a880b4c75,2026-03-07 10:56:54.000,SPEED_BUFF,idle_boost_popup,true,0.017374
ad_236c7572c11b490b,acc_007ffa2a880b4c75,2026-03-10 10:09:54.000,FREE_CHEST,daily_free_chest_popup,true,0.020392
ad_586d2bbb8b504ed4,acc_007ffa2a880b4c75,2026-03-10 10:16:03.000,REVIVE,battle_fail_revive_popup,true,0.022632
ad_5867e454837a4e87,acc_007ffa2a880b4c75,2026-03-10 10:16:10.000,LUCKY_SPIN,daily_spin_popup,true,0.017453
ad_bafc88a0980e44f2,acc_007ffa2a880b4c75,2026-03-10 11:19:41.000,REVIVE,battle_fail_revive_popup,true,0.027197
ad_fb425e4712404041,acc_008238468e784809,2026-03-10 17:14:16.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.020689
ad_3119880bf6374e27,acc_008238468e784809,2026-03-11 13:30:26.000,LUCKY_SPIN,daily_spin_popup,true,0.018848
ad_90676618b9cb43e2,acc_008238468e784809,2026-03-11 13:35:22.000,SPEED_BUFF,idle_boost_popup,true,0.015767
ad_a3e50fe8e1c34cce,acc_008238468e784809,2026-03-11 13:40:56.000,REVIVE,battle_fail_revive_popup,true,0.023614
ad_6ec6ffa218e140ac,acc_008238468e784809,2026-03-13 14:01:13.000,LUCKY_SPIN,daily_spin_popup,true,0.019362
ad_a4edcea05a554e35,acc_008238468e784809,2026-03-14 04:35:56.000,REVIVE,battle_fail_revive_popup,true,0.020492
